,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date,WIN
191,Hawks,44,86.0,51.2,8,19.0,42.1,7,12.0,58.3,10,34,44,31,8,4,12,14,103,10.0,1,95,2010-12-29,1
192,Cavaliers,32,79.0,40.5,4,22.0,18.2,24,29.0,82.8,11,27,38,17,6,6,14,23,92,-9.0,0,96,2010-12-29,0
193,Hornets,34,76.0,44.7,9,19.0,47.4,24,34.0,70.6,14,27,41,20,7,4,11,22,101,9.0,1,96,2010-12-29,1
194,Pacers,35,85.0,41.2,8,21.0,38.1,12,18.0,66.7,13,34,47,17,6,7,17,26,90,-14.0,0,97,2010-12-29,0
195,Wizards,39,98.0,39.8,9,21.0,42.9,17,24.0,70.8,21,33,54,24,9,11,8,14,104,14.0,1,97,2010-12-29,1
196,Celtics,34,66.0,51.5,6,15.0,40.0,18,19.0,94.7,5,23,28,18,9,3,21,17,92,-12.0,0,98,2010-12-29,0
197,Pistons,39,70.0,55.7,10,15.0,66.7,16,21.0,76.2,5,24,29,27,11,4,14,18,104,12.0,1,98,2010-12-29,1
198,Nuggets,39,85.0,45.9,8,22.0,36.4,33,43.0,76.7,13,21,34,25,13,4,12,21,119,6.0,0,99,2010-12-29,1
199,Timberwolves,42,86.0,48.8,7,17.0,41.2,22,25.0,88.0,13,29,42,29,6,6,19,26,113,-6.0,1,99,2010-12-29,0
200,Lakers,41,70.0,58.6,5,17.0,29.4,16,20.0,80.0,10,34,44,25,7,3,20,23,103,15.0,0,100,2010-12-29,1
201,Pelicans,33,79.0,41.8,4,16.0,25.0,18,22.0,81.8,6,18,24,18,8,4,14,26,88,-15.0,1,100,2010-12-29,0
202,Nets,34,71.0,47.9,2,7.0,28.6,23,27.0,85.2,7,28,35,14,9,7,23,24,93,-21.0,0,101,2010-12-29,0
203,Thunder,45,82.0,54.9,6,18.0,33.3,18,27.0,66.7,8,26,34,31,10,4,15,21,114,21.0,1,101,2010-12-29,1
204,Heat,43,74.0,58.1,5,16.0,31.3,34,37.0,91.9,4,36,40,20,3,9,16,26,125,6.0,0,102,2010-12-29,1
205,Rockets,39,93.0,41.9,9,27.0,33.3,32,40.0,80.0,16,28,44,29,11,0,6,23,119,-6.0,1,102,2010-12-29,0
206,76ers,45,82.0,54.9,3,10.0,30.0,30,35.0,85.7,12,34,46,18,6,2,10,16,123,13.0,0,103,2010-12-29,1
207,Suns,43,87.0,49.4,9,20.0,45.0,15,17.0,88.2,10,21,31,31,4,6,9,22,110,-13.0,1,103,2010-12-29,0
208,Grizzlies,38,87.0,43.7,1,3.0,33.3,21,28.0,75.0,14,26,40,18,9,1,15,23,98,-2.0,0,104,2010-12-29,0
209,Kings,35,76.0,46.1,8,17.0,47.1,22,28.0,78.6,10,31,41,20,10,4,21,24,100,2.0,1,104,2010-12-29,1
210,Jazz,40,85.0,47.1,5,15.0,33.3,18,21.0,85.7,15,27,42,25,4,4,12,23,103,8.0,0,105,2010-12-29,1
211,Clippers,35,72.0,48.6,8,22.0,36.4,17,26.0,65.4,10,24,34,23,4,10,13,20,95,-8.0,1,105,2010-12-29,0
212,Knicks,38,82.0,46.3,8,22.0,36.4,19,26.0,73.1,11,24,35,20,5,8,15,27,103,-9.0,0,106,2010-12-30,0
213,Magic,41,86.0,47.7,9,27.0,33.3,21,32.0,65.6,17,34,51,22,8,2,17,21,112,9.0,1,106,2010-12-30,1
214,Spurs,35,76.0,46.1,11,28.0,39.3,18,23.0,78.3,7,43,50,15,2,3,14,19,99,6.0,0,107,2010-12-30,1
215,Mavericks,35,82.0,42.7,10,23.0,43.5,13,15.0,86.7,4,31,35,24,9,5,10,22,93,-6.0,1,107,2010-12-30,0
216,Jazz,30,62.0,48.4,6,14.0,42.9,23,33.0,69.7,4,35,39,19,6,6,18,31,89,-11.0,0,108,2010-12-30,0
217,Trail Blazers,34,74.0,45.9,7,17.0,41.2,25,32.0,78.1,6,28,34,21,8,4,9,24,100,11.0,1,108,2010-12-30,1
218,Pelicans,33,76.0,43.4,5,12.0,41.7,12,21.0,57.1,11,24,35,21,10,7,11,17,83,2.0,0,109,2010-12-31,1
219,Celtics,34,76.0,44.7,3,16.0,18.8,10,15.0,66.7,10,30,40,16,6,8,17,17,81,-2.0,1,109,2010-12-31,0
220,Warriors,38,77.0,49.4,10,24.0,41.7,10,16.0,62.5,7,32,39,16,9,8,13,21,96,1.0,0,110,2010-12-31,1
221,Hornets,35,83.0,42.2,5,16.0,31.3,20,28.0,71.4,18,32,50,19,9,4,13,16,95,-1.0,1,110,2010-12-31,0
222,Wizards,31,80.0,38.8,6,19.0,31.6,18,22.0,81.8,13,26,39,12,10,4,22,21,86,-9.0,0,111,2010-12-31,0
223,Pacers,38,78.0,48.7,5,19.0,26.3,14,18.0,77.8,11,34,45,19,15,4,23,23,95,9.0,1,111,2010-12-31,1
224,Nets,30,77.0,39.0,3,13.0,23.1,18,23.0,78.3,12,34,46,17,4,4,16,22,81,-9.0,0,112,2010-12-31,0
225,Bulls,30,76.0,39.5,6,22.0,27.3,24,29.0,82.8,11,32,43,21,5,4,11,17,90,9.0,1,112,2010-12-31,1
226,Raptors,40,96.0,41.7,4,15.0,26.7,21,27.0,77.8,19,34,53,20,8,6,14,24,105,-9.0,0,113,2010-12-31,0
227,Rockets,44,91.0,48.4,5,17.0,29.4,21,28.0,75.0,11,36,47,25,7,10,13,15,114,9.0,1,113,2010-12-31,1
228,Hawks,33,73.0,45.2,5,18.0,27.8,23,29.0,79.3,5,31,36,19,8,4,12,17,94,-9.0,0,114,2010-12-31,0
229,Thunder,39,81.0,48.1,10,18.0,55.6,15,17.0,88.2,7,35,42,20,6,5,12,22,103,9.0,1,114,2010-12-31,1
230,Pistons,31,76.0,40.8,5,20.0,25.0,8,18.0,44.4,13,27,40,18,11,4,14,19,75,-17.0,0,115,2010-12-31,0
231,Suns,34,71.0,47.9,12,27.0,44.4,12,18.0,66.7,8,30,38,21,7,1,17,16,92,17.0,1,115,2010-12-31,1
232,76ers,39,83.0,47.0,9,20.0,45.0,11,16.0,68.8,7,28,35,26,9,2,11,16,98,-4.0,0,116,2010-12-31,0
233,Lakers,42,82.0,51.2,4,14.0,28.6,14,19.0,73.7,11,34,45,19,6,4,14,15,102,4.0,1,116,2010-12-31,1
234,Pelicans,36,78.0,46.2,5,16.0,31.3,15,21.0,71.4,10,33,43,22,15,1,14,14,92,11.0,0,117,2011-01-01,1
235,Wizards,33,77.0,42.9,5,19.0,26.3,10,11.0,90.9,10,27,37,21,7,10,17,20,81,-11.0,1,117,2011-01-01,0
236,Cavaliers,33,82.0,40.2,4,18.0,22.2,21,25.0,84.0,8,32,40,19,7,5,13,21,91,-9.0,0,118,2011-01-01,0
237,Bulls,35,80.0,43.8,5,17.0,29.4,25,32.0,78.1,8,37,45,21,5,6,12,20,100,9.0,1,118,2011-01-01,1
238,Warriors,41,87.0,47.1,13,27.0,48.1,12,16.0,75.0,7,29,36,19,7,2,12,31,107,-7.0,0,119,2011-01-01,0
239,Heat,35,71.0,49.3,9,21.0,42.9,35,47.0,74.5,10,33,43,24,7,6,14,12,114,7.0,1,119,2011-01-01,1
240,Nets,33,73.0,45.2,5,15.0,33.3,17,28.0,60.7,13,23,36,22,11,5,19,22,88,-15.0,0,120,2011-01-01,0
241,Timberwolves,37,73.0,50.7,7,16.0,43.8,22,28.0,78.6,10,25,35,19,12,3,17,28,103,15.0,1,120,2011-01-01,1
242,Thunder,28,85.0,32.9,1,7.0,14.3,17,24.0,70.8,14,36,50,10,7,7,19,17,74,-27.0,0,121,2011-01-01,0
243,Spurs,42,90.0,46.7,5,16.0,31.3,12,16.0,75.0,11,41,52,23,10,5,14,20,101,27.0,1,121,2011-01-01,1
244,Mavericks,30,80.0,37.5,9,32.0,28.1,18,22.0,81.8,6,25,31,16,12,2,12,23,87,-12.0,0,122,2011-01-01,0
245,Bucks,38,77.0,49.4,4,16.0,25.0,19,25.0,76.0,8,43,51,24,4,4,16,18,99,12.0,1,122,2011-01-01,1
246,Kings,38,90.0,42.2,4,15.0,26.7,6,15.0,40.0,7,28,35,23,15,7,14,22,86,-18.0,0,123,2011-01-01,0
247,Nuggets,39,85.0,45.9,6,14.0,42.9,20,26.0,76.9,13,45,58,22,10,7,20,18,104,18.0,1,123,2011-01-01,1
248,Grizzlies,33,77.0,42.9,5,18.0,27.8,21,27.0,77.8,14,29,43,18,7,4,19,27,92,-6.0,0,124,2011-01-01,0
249,Jazz,36,74.0,48.6,4,11.0,36.4,22,35.0,62.9,9,26,35,27,8,8,10,19,98,6.0,1,124,2011-01-01,1
250,Pacers,37,99.0,37.4,7,24.0,29.2,11,19.0,57.9,21,36,57,19,10,4,14,26,92,-6.0,0,125,2011-01-02,0
251,Knicks,31,73.0,42.5,7,17.0,41.2,29,40.0,72.5,9,36,45,16,7,12,11,17,98,6.0,1,125,2011-01-02,1
252,Hawks,32,70.0,45.7,8,18.0,44.4,35,40.0,87.5,7,26,33,17,6,4,13,24,107,9.0,0,126,2011-01-02,1
253,Clippers,37,80.0,46.3,4,18.0,22.2,20,29.0,69.0,11,31,42,20,3,9,17,25,98,-9.0,1,126,2011-01-02,0
254,Celtics,38,70.0,54.3,6,12.0,50.0,11,19.0,57.9,2,35,37,30,5,6,14,18,93,14.0,0,127,2011-01-02,1
255,Raptors,34,90.0,37.8,1,14.0,7.1,10,22.0,45.5,19,30,49,20,9,2,13,22,79,-14.0,1,127,2011-01-02,0
256,Mavericks,40,83.0,48.2,10,27.0,37.0,14,22.0,63.6,11,26,37,26,7,6,10,13,104,9.0,0,128,2011-01-02,1
257,Cavaliers,41,81.0,50.6,5,17.0,29.4,8,13.0,61.5,9,25,34,25,6,2,14,23,95,-9.0,1,128,2011-01-02,0
258,Rockets,31,75.0,41.3,4,20.0,20.0,19,24.0,79.2,11,29,40,18,7,4,15,13,85,-15.0,0,129,2011-01-02,0
259,Trail Blazers,38,88.0,43.2,7,21.0,33.3,17,19.0,89.5,15,32,47,29,12,5,13,21,100,15.0,1,129,2011-01-02,1
260,Suns,35,87.0,40.2,7,27.0,25.9,12,15.0,80.0,9,23,32,24,8,5,6,25,89,-5.0,0,130,2011-01-02,0
261,Kings,34,84.0,40.5,4,12.0,33.3,22,27.0,81.5,18,42,60,21,2,6,15,19,94,5.0,1,130,2011-01-02,1
262,Grizzlies,41,90.0,45.6,6,12.0,50.0,16,20.0,80.0,12,32,44,30,14,4,9,16,104,19.0,0,131,2011-01-02,1
263,Lakers,33,71.0,46.5,6,18.0,33.3,13,18.0,72.2,6,31,37,13,5,12,20,15,85,-19.0,1,131,2011-01-02,0
264,Heat,37,76.0,48.7,5,15.0,33.3,17,19.0,89.5,10,36,46,15,5,5,11,15,96,14.0,0,132,2011-01-03,1
265,Hornets,30,79.0,38.0,3,10.0,30.0,19,23.0,82.6,12,23,35,19,8,2,15,20,82,-14.0,1,132,2011-01-03,0
266,Warriors,36,88.0,40.9,8,22.0,36.4,10,13.0,76.9,13,30,43,19,9,3,19,25,90,-20.0,0,133,2011-01-03,0
267,Magic,38,77.0,49.4,15,32.0,46.9,19,25.0,76.0,9,33,42,26,11,4,19,15,110,20.0,1,133,2011-01-03,1
268,Timberwolves,35,84.0,41.7,5,17.0,29.4,18,22.0,81.8,13,32,45,16,5,2,15,18,93,-3.0,0,134,2011-01-03,0
269,Celtics,37,82.0,45.1,5,16.0,31.3,17,20.0,85.0,7,23,30,22,3,7,10,18,96,3.0,1,134,2011-01-03,1
270,76ers,30,88.0,34.1,5,23.0,21.7,12,14.0,85.7,18,26,44,13,2,1,8,17,77,-7.0,0,135,2011-01-03,0
271,Pelicans,31,69.0,44.9,4,14.0,28.6,18,22.0,81.8,10,31,41,22,3,9,11,19,84,7.0,1,135,2011-01-03,1
272,Rockets,39,91.0,42.9,13,30.0,43.3,15,21.0,71.4,12,30,42,27,6,8,10,28,106,-7.0,0,136,2011-01-03,0
273,Nuggets,38,81.0,46.9,3,8.0,37.5,34,40.0,85.0,12,38,50,20,6,7,12,22,113,7.0,1,136,2011-01-03,1
274,Pistons,37,81.0,45.7,7,21.0,33.3,16,21.0,76.2,9,30,39,24,3,3,7,23,97,-5.0,0,137,2011-01-03,0
275,Jazz,34,72.0,47.2,5,15.0,33.3,29,32.0,90.6,8,27,35,23,4,4,9,18,102,5.0,1,137,2011-01-03,1
276,Bucks,29,73.0,39.7,5,12.0,41.7,26,34.0,76.5,7,27,34,14,8,4,9,25,89,-12.0,0,138,2011-01-04,0
277,Heat,33,74.0,44.6,4,12.0,33.3,31,37.0,83.8,12,35,47,14,8,7,13,22,101,12.0,1,138,2011-01-04,1
278,Spurs,44,82.0,53.7,5,18.0,27.8,22,30.0,73.3,10,27,37,18,5,3,16,18,115,-13.0,0,139,2011-01-04,0
279,Knicks,50,91.0,54.9,8,27.0,29.6,20,23.0,87.0,10,28,38,26,9,4,6,17,128,13.0,1,139,2011-01-04,1
280,Raptors,35,78.0,44.9,5,15.0,33.3,16,19.0,84.2,8,25,33,22,5,8,18,25,91,-20.0,0,140,2011-01-04,0
281,Bulls,44,83.0,53.0,4,13.0,30.8,19,28.0,67.9,13,31,44,23,10,8,14,18,111,20.0,1,140,2011-01-04,1
282,Thunder,39,76.0,51.3,5,13.0,38.5,22,25.0,88.0,3,28,31,18,8,8,14,25,105,-5.0,0,141,2011-01-04,0
283,Grizzlies,43,84.0,51.2,2,7.0,28.6,22,30.0,73.3,12,30,42,23,9,5,14,20,110,5.0,1,141,2011-01-04,1
284,Trail Blazers,33,79.0,41.8,4,16.0,25.0,11,17.0,64.7,14,32,46,17,5,3,8,17,81,-3.0,0,142,2011-01-04,0
285,Mavericks,33,77.0,42.9,8,22.0,36.4,10,13.0,76.9,12,34,46,22,3,2,13,16,84,3.0,1,142,2011-01-04,1
286,Hawks,40,78.0,51.3,8,18.0,44.4,20,24.0,83.3,10,37,47,23,6,3,19,19,108,6.0,0,143,2011-01-04,1
287,Kings,43,96.0,44.8,5,14.0,35.7,11,18.0,61.1,13,26,39,23,9,4,10,22,102,-6.0,1,143,2011-01-04,0
288,Pistons,32,72.0,44.4,3,13.0,23.1,16,24.0,66.7,10,27,37,22,4,2,16,19,83,-25.0,0,144,2011-01-04,0
289,Lakers,42,89.0,47.2,6,17.0,35.3,18,22.0,81.8,13,28,41,29,7,4,6,20,108,25.0,1,144,2011-01-04,1
290,Raptors,50,88.0,56.8,9,18.0,50.0,11,16.0,68.8,12,27,39,35,8,5,11,26,120,15.0,0,145,2011-01-05,1
291,Cavaliers,34,67.0,50.7,10,19.0,52.6,27,33.0,81.8,6,24,30,28,6,4,15,21,105,-15.0,1,145,2011-01-05,0
292,Bulls,34,77.0,44.2,6,19.0,31.6,20,30.0,66.7,10,26,36,17,4,0,11,22,94,-2.0,0,146,2011-01-05,0
293,Nets,38,77.0,49.4,5,12.0,41.7,15,23.0,65.2,12,27,39,20,8,5,16,26,96,2.0,1,146,2011-01-05,1
294,Bucks,33,84.0,39.3,6,14.0,42.9,15,32.0,46.9,14,34,48,11,8,6,9,27,87,-10.0,0,147,2011-01-05,0
295,Magic,35,77.0,45.5,5,22.0,22.7,22,33.0,66.7,9,35,44,23,5,4,11,19,97,10.0,1,147,2011-01-05,1
296,Wizards,40,82.0,48.8,5,12.0,41.7,12,18.0,66.7,9,26,35,26,6,2,12,27,97,-12.0,0,148,2011-01-05,0
297,76ers,38,67.0,56.7,4,9.0,44.4,29,38.0,76.3,6,34,40,20,5,1,12,17,109,12.0,1,148,2011-01-05,1
298,Spurs,39,86.0,45.3,9,22.0,40.9,16,17.0,94.1,15,22,37,20,8,2,15,14,103,-2.0,0,149,2011-01-05,0
299,Celtics,46,75.0,61.3,5,9.0,55.6,8,15.0,53.3,5,31,36,34,10,4,15,17,105,2.0,1,149,2011-01-05,1
300,Hornets,43,98.0,43.9,8,26.0,30.8,14,24.0,58.3,16,35,51,25,7,5,12,22,108,3.0,0,150,2011-01-05,1
301,Timberwolves,38,85.0,44.7,10,25.0,40.0,19,30.0,63.3,11,42,53,19,6,7,16,20,105,-3.0,1,150,2011-01-05,0
302,Warriors,39,81.0,48.1,8,20.0,40.0,24,32.0,75.0,10,27,37,22,9,3,8,23,110,7.0,0,151,2011-01-05,1
303,Pelicans,38,76.0,50.0,6,16.0,37.5,21,33.0,63.6,16,33,49,24,5,3,18,25,103,-7.0,1,151,2011-01-05,0
304,Trail Blazers,41,85.0,48.2,7,19.0,36.8,14,19.0,73.7,7,27,34,21,10,1,7,21,103,3.0,0,152,2011-01-05,1
305,Rockets,33,70.0,47.1,11,20.0,55.0,23,30.0,76.7,6,37,43,23,4,6,16,22,100,-3.0,1,152,2011-01-05,0
306,Hawks,40,79.0,50.6,14,25.0,56.0,16,18.0,88.9,9,31,40,24,7,5,12,27,110,23.0,0,153,2011-01-05,1
307,Jazz,28,71.0,39.4,7,14.0,50.0,24,31.0,77.4,11,23,34,16,4,9,13,16,87,-23.0,1,153,2011-01-05,0
308,Lakers,40,85.0,47.1,6,23.0,26.1,13,20.0,65.0,14,33,47,20,6,5,10,20,99,4.0,0,154,2011-01-05,1
309,Suns,36,74.0,48.6,11,23.0,47.8,12,17.0,70.6,5,26,31,25,4,2,10,19,95,-4.0,1,154,2011-01-05,0
310,Nuggets,30,80.0,37.5,8,19.0,42.1,25,31.0,80.6,10,33,43,16,7,2,14,24,93,-13.0,0,155,2011-01-05,0
311,Clippers,39,91.0,42.9,10,27.0,37.0,18,27.0,66.7,19,38,57,23,5,9,12,23,106,13.0,1,155,2011-01-05,1
312,Thunder,39,83.0,47.0,4,15.0,26.7,17,26.0,65.4,16,29,45,23,13,1,10,18,99,4.0,0,156,2011-01-06,1
313,Mavericks,37,79.0,46.8,6,20.0,30.0,15,20.0,75.0,12,35,47,18,4,2,14,17,95,-4.0,1,156,2011-01-06,0
314,Nuggets,36,71.0,50.7,4,16.0,25.0,26,30.0,86.7,8,22,30,12,0,5,22,30,102,-20.0,0,157,2011-01-06,0
315,Kings,44,78.0,56.4,9,18.0,50.0,25,30.0,83.3,7,26,33,19,11,4,15,25,122,20.0,1,157,2011-01-06,1
316,Spurs,32,77.0,41.6,6,18.0,33.3,20,27.0,74.1,10,33,43,17,8,8,13,20,90,3.0,0,158,2011-01-07,1
317,Pacers,33,88.0,37.5,5,15.0,33.3,16,21.0,76.2,12,33,45,17,3,8,11,22,87,-3.0,1,158,2011-01-07,0
318,Bulls,38,75.0,50.7,3,15.0,20.0,20,26.0,76.9,9,29,38,21,9,4,15,22,99,-6.0,0,159,2011-01-07,0
319,76ers,40,71.0,56.3,6,16.0,37.5,19,28.0,67.9,6,28,34,21,8,3,14,18,105,6.0,1,159,2011-01-07,1
320,Nets,28,81.0,34.6,7,21.0,33.3,14,17.0,82.4,14,34,48,13,2,7,17,21,77,-20.0,0,160,2011-01-07,0
321,Wizards,34,77.0,44.2,7,16.0,43.8,22,28.0,78.6,7,32,39,23,5,10,9,18,97,20.0,1,160,2011-01-07,1
322,Raptors,40,79.0,50.6,6,16.0,37.5,16,23.0,69.6,11,20,31,25,8,7,11,20,102,-20.0,0,161,2011-01-07,0
323,Celtics,46,80.0,57.5,11,21.0,52.4,19,28.0,67.9,14,29,43,31,4,2,16,15,122,20.0,1,161,2011-01-07,1
324,Rockets,34,82.0,41.5,5,18.0,27.8,22,28.0,78.6,9,26,35,24,6,5,10,19,95,-15.0,0,162,2011-01-07,0
325,Magic,45,87.0,51.7,8,20.0,40.0,12,12.0,100.0,9,39,48,25,3,5,16,23,110,15.0,1,162,2011-01-07,1
326,Jazz,34,73.0,46.6,7,21.0,33.3,24,31.0,77.4,11,25,36,27,7,13,23,28,99,-11.0,0,163,2011-01-07,0
327,Grizzlies,42,85.0,49.4,5,11.0,45.5,21,28.0,75.0,13,21,34,22,17,6,13,22,110,11.0,1,163,2011-01-07,1
328,Trail Blazers,40,86.0,46.5,9,23.0,39.1,19,22.0,86.4,18,27,45,23,10,4,14,18,108,10.0,0,164,2011-01-07,1
329,Timberwolves,37,76.0,48.7,8,16.0,50.0,16,22.0,72.7,12,24,36,22,8,3,18,23,98,-10.0,1,164,2011-01-07,0
330,Heat,35,89.0,39.3,5,12.0,41.7,26,32.0,81.3,13,35,48,20,11,6,16,21,101,6.0,0,165,2011-01-07,1
331,Bucks,36,81.0,44.4,6,19.0,31.6,17,24.0,70.8,14,39,53,20,11,9,23,23,95,-6.0,1,165,2011-01-07,0
332,Knicks,46,92.0,50.0,17,33.0,51.5,12,18.0,66.7,14,45,59,24,6,4,18,22,121,25.0,0,166,2011-01-07,1
333,Suns,35,82.0,42.7,6,24.0,25.0,20,28.0,71.4,4,30,34,15,8,3,12,18,96,-25.0,1,166,2011-01-07,0
334,Cavaliers,35,76.0,46.1,4,13.0,30.8,24,36.0,66.7,10,29,39,24,15,3,17,20,98,-18.0,0,167,2011-01-07,0
335,Warriors,41,85.0,48.2,14,28.0,50.0,20,21.0,95.2,11,31,42,26,9,8,17,25,116,18.0,1,167,2011-01-07,1
336,Pelicans,33,76.0,43.4,8,19.0,42.1,23,26.0,88.5,12,27,39,19,7,2,12,21,97,-4.0,0,168,2011-01-07,0
337,Lakers,39,77.0,50.6,5,12.0,41.7,18,26.0,69.2,13,25,38,23,9,6,11,22,101,4.0,1,168,2011-01-07,1
338,Pacers,34,83.0,41.0,5,17.0,29.4,20,23.0,87.0,11,32,43,17,4,5,15,22,93,-15.0,0,169,2011-01-08,0
339,Hawks,36,84.0,42.9,11,22.0,50.0,25,29.0,86.2,12,32,44,27,8,4,15,20,108,15.0,1,169,2011-01-08,1
340,Wizards,36,82.0,43.9,5,15.0,33.3,12,15.0,80.0,11,23,34,24,9,8,16,24,89,-15.0,0,170,2011-01-08,0
341,Hornets,39,79.0,49.4,6,12.0,50.0,20,24.0,83.3,12,31,43,23,4,8,18,16,104,15.0,1,170,2011-01-08,1
342,Bucks,42,72.0,58.3,6,14.0,42.9,25,29.0,86.2,4,32,36,27,8,5,10,22,115,23.0,0,171,2011-01-08,1
343,Nets,36,80.0,45.0,3,6.0,50.0,17,26.0,65.4,12,24,36,22,1,7,12,24,92,-23.0,1,171,2011-01-08,0
344,76ers,44,91.0,48.4,5,14.0,35.7,16,23.0,69.6,8,37,45,29,6,0,13,26,109,-3.0,0,172,2011-01-08,0
345,Pistons,41,92.0,44.6,8,15.0,53.3,22,34.0,64.7,15,38,53,24,8,6,11,23,112,3.0,1,172,2011-01-08,1
346,Celtics,28,74.0,37.8,5,12.0,41.7,18,22.0,81.8,4,23,27,12,12,5,8,25,79,-11.0,0,173,2011-01-08,0
347,Bulls,31,63.0,49.2,3,9.0,33.3,25,35.0,71.4,11,37,48,16,5,9,21,20,90,11.0,1,173,2011-01-08,1
348,Grizzlies,40,93.0,43.0,1,15.0,6.7,19,30.0,63.3,17,23,40,20,9,7,12,25,100,-9.0,0,174,2011-01-08,0
349,Thunder,35,74.0,47.3,4,14.0,28.6,35,42.0,83.3,14,33,47,24,5,6,18,24,109,9.0,1,174,2011-01-08,1
350,Magic,42,81.0,51.9,14,32.0,43.8,19,26.0,73.1,10,28,38,27,10,5,13,17,117,10.0,0,175,2011-01-08,1
351,Mavericks,41,76.0,53.9,12,26.0,46.2,13,17.0,76.5,6,28,34,29,8,4,17,20,107,-10.0,1,175,2011-01-08,0
352,Jazz,41,87.0,47.1,4,19.0,21.1,17,25.0,68.0,13,40,53,26,5,11,15,31,103,4.0,0,176,2011-01-08,1
353,Rockets,34,90.0,37.8,3,25.0,12.0,28,38.0,73.7,11,31,42,16,11,6,7,21,99,-4.0,1,176,2011-01-08,0
354,Kings,40,91.0,44.0,5,16.0,31.3,27,34.0,79.4,14,27,41,19,8,6,9,19,112,-6.0,0,177,2011-01-09,0
355,Raptors,48,82.0,58.5,6,13.0,46.2,16,23.0,69.6,8,31,39,26,4,8,15,26,118,6.0,1,177,2011-01-09,1
356,Warriors,32,82.0,39.0,7,22.0,31.8,20,28.0,71.4,12,32,44,20,12,6,19,32,91,-14.0,0,178,2011-01-09,0
357,Clippers,34,86.0,39.5,4,17.0,23.5,33,43.0,76.7,16,36,52,21,13,7,16,20,105,14.0,1,178,2011-01-09,1
358,Timberwolves,38,96.0,39.6,7,20.0,35.0,8,12.0,66.7,19,31,50,16,9,5,10,20,91,-3.0,0,179,2011-01-09,0
359,Spurs,33,78.0,42.3,7,21.0,33.3,21,25.0,84.0,13,35,48,21,9,3,17,14,94,3.0,1,179,2011-01-09,1
360,Cavaliers,35,95.0,36.8,6,20.0,30.0,24,31.0,77.4,18,31,49,24,10,3,11,19,100,-8.0,0,180,2011-01-09,0
361,Suns,39,83.0,47.0,13,28.0,46.4,17,23.0,73.9,11,41,52,25,9,10,20,23,108,8.0,1,180,2011-01-09,1
362,Pelicans,35,74.0,47.3,6,15.0,40.0,20,21.0,95.2,7,38,45,18,2,4,13,26,96,9.0,0,181,2011-01-09,1
363,Nuggets,30,74.0,40.5,5,21.0,23.8,22,33.0,66.7,8,25,33,18,5,4,8,20,87,-9.0,1,181,2011-01-09,0
364,Heat,45,79.0,57.0,5,15.0,33.3,12,16.0,75.0,7,34,41,19,7,3,17,22,107,7.0,0,182,2011-01-09,1
365,Trail Blazers,38,91.0,41.8,5,24.0,20.8,19,22.0,86.4,15,28,43,24,8,3,13,15,100,-7.0,1,182,2011-01-09,0
366,Knicks,31,86.0,36.0,8,25.0,32.0,17,25.0,68.0,7,35,42,21,9,11,12,24,87,-22.0,0,183,2011-01-09,0
367,Lakers,38,91.0,41.8,8,17.0,47.1,25,31.0,80.6,17,44,61,22,8,6,13,16,109,22.0,1,183,2011-01-09,1
368,Grizzlies,34,87.0,39.1,2,10.0,20.0,12,22.0,54.5,17,29,46,14,12,4,16,21,82,-14.0,0,184,2011-01-10,0
369,Hornets,37,72.0,51.4,7,20.0,35.0,15,21.0,71.4,9,31,40,24,9,10,18,15,96,14.0,1,184,2011-01-10,1
370,Rockets,39,74.0,52.7,10,20.0,50.0,20,26.0,76.9,12,26,38,25,5,4,15,19,108,6.0,0,185,2011-01-10,1
371,Celtics,38,75.0,50.7,5,13.0,38.5,21,23.0,91.3,9,22,31,23,13,2,13,23,102,-6.0,1,185,2011-01-10,0
372,Pistons,31,80.0,38.8,5,18.0,27.8,15,22.0,68.2,15,28,43,19,8,4,14,20,82,-13.0,0,186,2011-01-10,0
373,Bulls,35,77.0,45.5,2,11.0,18.2,23,25.0,92.0,9,31,40,20,8,5,10,15,95,13.0,1,186,2011-01-10,1
374,Pacers,46,90.0,51.1,8,16.0,50.0,11,11.0,100.0,12,28,40,29,6,5,12,21,111,8.0,0,187,2011-01-11,1
375,76ers,41,86.0,47.7,7,18.0,38.9,14,17.0,82.4,8,28,36,26,3,0,11,18,103,-8.0,1,187,2011-01-11,0
376,Kings,53,108.0,49.1,7,20.0,35.0,20,25.0,80.0,12,28,40,31,11,6,12,23,133,-3.0,0,188,2011-01-11,0
377,Wizards,47,95.0,49.5,9,17.0,52.9,33,39.0,84.6,14,41,55,28,10,3,19,22,136,3.0,1,188,2011-01-11,1
378,Spurs,37,79.0,46.8,11,22.0,50.0,22,28.0,78.6,8,38,46,28,8,5,17,19,107,11.0,0,189,2011-01-11,1
379,Timberwolves,34,90.0,37.8,8,23.0,34.8,20,24.0,83.3,14,33,47,19,13,2,15,21,96,-11.0,1,189,2011-01-11,0
380,Suns,32,87.0,36.8,7,22.0,31.8,27,37.0,73.0,16,24,40,16,4,4,12,32,98,-34.0,0,190,2011-01-11,0
381,Nuggets,44,79.0,55.7,7,17.0,41.2,37,43.0,86.0,9,38,47,30,4,6,14,27,132,34.0,1,190,2011-01-11,1
